,keys,groups,values,name
62174,BarnRebelDoor,Milestones,182.0,76561199176897107
62175,NoDancing,Milestones,1.0,76561199176897107
62176,StorytimeDonk,Milestones,2.0,76561199176897107
62177,BowHitsOneMatch,Miscellaneous,16.0,76561199176897107
62178,ParachuteSplats,Miscellaneous,375.0,76561199176897107
62179,CoconutsAte,Miscellaneous,2084.0,76561199176897107
62180,CampfiresUsed,Miscellaneous,509.0,76561199176897107
62181,AccountExpIntoCurrentLevelNew,Miscellaneous,1787.0,76561199176897107
62182,DistanceTraveled,Miscellaneous,3019865.0,76561199176897107
62183,AccountLevelNew,Miscellaneous,292.0,76561199176897107
62184,GrassCut,Miscellaneous,41640.0,76561199176897107
62185,ChestOpens,Miscellaneous,3836.0,76561199176897107
62186,RatGG,Miscellaneous,8.0,76561199176897107
62187,BeGalleryTarget,Miscellaneous,20.0,76561199176897107
62188,SuperJumpRolls,Miscellaneous,303946.0,76561199176897107
62189,MushroomsAte,Miscellaneous,2403.0,76561199176897107
62190,GalleryTargetsHit,Miscellaneous,22.0,76561199176897107
62191,BananOfferings,Miscellaneous,8.0,76561199176897107
62192,GalleryTargetsHitBow,Miscellaneous,1.0,76561199176897107
62193,TimePlayedSeconds,Miscellaneous,659420.0,76561199176897107
62194,DistanceTraveledIceW2,Miscellaneous,33451.0,76561199176897107
62195,HealthJuiceDrank,Miscellaneous,182172.0,76561199176897107
62196,Scarecrows,Miscellaneous,92.0,76561199176897107
62197,CrabDance,Miscellaneous,36.0,76561199176897107
62198,MoleCrates,Miscellaneous,178.0,76561199176897107
62199,TapeUsed,Miscellaneous,5504.0,76561199176897107
62200,MostKills,Solo,14.0,76561199176897107
62201,Games,Solo,1470.0,76561199176897107
62202,PacifistVictoriesSolo,Solo,1.0,76561199176897107
62203,Deaths,Solo,1401.0,76561199176897107
62204,Wins,Solo,69.0,76561199176897107
62205,Kills,Solo,2418.0,76561199176897107
62206,MeleeVictoriesSolo,Solo,1.0,76561199176897107
62207,Top5,Solo,250.0,76561199176897107
62208,DeathsSquads,Squads,823.0,76561199176897107
62209,GamesSquads,Squads,918.0,76561199176897107
62210,MostKillsSquads,Squads,13.0,76561199176897107
62211,Top2Squads,Squads,231.0,76561199176897107
62212,KillsSquads,Squads,1538.0,76561199176897107
62213,WinsSquads,Squads,143.0,76561199176897107
62214,Healing,Combat,18774.0,76561198028334488
62215,BananaHitsEnemyOnly,Combat,774.0,76561198028334488
62216,DamageDealt,Combat,1227715.0,76561198028334488
62217,DestructiblesDestroyed,Combat,42188.0,76561198028334488
62218,EnemyArmorBroken,Combat,13327.0,76561198028334488
62219,SkunkBombDamageDealt,Combat,12062.0,76561198028334488
62220,BananaHits,Combat,1138.0,76561198028334488
62221,KillsCustom1,Custom1,16.0,76561198028334488
62222,MostKillsCustom1,Custom1,5.0,76561198028334488
62223,WinsCustom1,Custom1,5.0,76561198028334488
62224,FlagCaps,Custom1,6.0,76561198028334488
62225,DeathsCustom1,Custom1,7.0,76561198028334488
62226,GamesCustom1,Custom1,10.0,76561198028334488
62227,GamesCustom1B,Custom1B,18.0,76561198028334488
62228,DeathsCustom1B,Custom1B,79.0,76561198028334488
62229,KillsCustom1B,Custom1B,265.0,76561198028334488
62230,WinsCustom1B,Custom1B,14.0,76561198028334488
62231,MostKillsCustom1B,Custom1B,29.0,76561198028334488
62232,Top2Custom2,Custom2,34.0,76561198028334488
62233,MostKillsCustom2,Custom2,12.0,76561198028334488
62234,GamesCustom2,Custom2,74.0,76561198028334488
62235,DeathsCustom2,Custom2,55.0,76561198028334488
62236,KillsCustom2,Custom2,212.0,76561198028334488
62237,WinsCustom2,Custom2,28.0,76561198028334488
62238,GamesCustom3,Custom3,17.0,76561198028334488
62239,KillsCustom3,Custom3,142.0,76561198028334488
62240,DeathsCustom3,Custom3,8.0,76561198028334488
62241,KillsCustom3Z,Custom3,4.0,76561198028334488
62242,DeathsCustom3Z,Custom3,14.0,76561198028334488
62243,WinsCustom3,Custom3,9.0,76561198028334488
62244,MostKillsCustom3,Custom3,26.0,76561198028334488
62245,MostKillsCustom3Z,Custom3,2.0,76561198028334488
62246,KillsDuos,Duos,2580.0,76561198028334488
62247,Top3Duos,Duos,260.0,76561198028334488
62248,MostKillsDuos,Duos,18.0,76561198028334488
62249,GamesDuos,Duos,806.0,76561198028334488
62250,DeathsDuos,Duos,664.0,76561198028334488
62251,WinsDuos,Duos,154.0,76561198028334488
62252,CandyCorn,Event,3652.0,76561198028334488
62253,KillsSilencedPistol,Kill Statistics,216.0,76561198028334488
62254,KillsSniper,Kill Statistics,135.0,76561198028334488
62255,KillsSMG,Kill Statistics,506.0,76561198028334488
62256,KillsCrossbow,Kill Statistics,148.0,76561198028334488
62257,KillsJag7,Kill Statistics,363.0,76561198028334488
62258,KillsMagnum,Kill Statistics,245.0,76561198028334488
62259,KillsHuntingRifle,Kill Statistics,193.0,76561198028334488
62260,KillsThomas,Kill Statistics,417.0,76561198028334488
62261,KillsDeagle,Kill Statistics,271.0,76561198028334488
62262,KillsEgg,Kill Statistics,1.0,76561198028334488
62263,KillsMinigun,Kill Statistics,677.0,76561198028334488
62264,KillsShotgun,Kill Statistics,559.0,76561198028334488
62265,KillsAK,Kill Statistics,650.0,76561198028334488
62266,KillsBow,Kill Statistics,1433.0,76561198028334488
62267,KillsPistol,Kill Statistics,256.0,76561198028334488
62268,EmuKills,Kill Statistics,112.0,76561198028334488
62269,GrenadeKills,Kill Statistics,66.0,76561198028334488
62270,VehicleKills,Kill Statistics,81.0,76561198028334488
62271,KillsDart,Kill Statistics,191.0,76561198028334488
62272,KillsDualPistol,Kill Statistics,298.0,76561198028334488
62273,MeleeKills,Kill Statistics,163.0,76561198028334488
62274,KillsM16,Kill Statistics,454.0,76561198028334488
62275,DancingInTheRain,Milestones,12.0,76561198028334488
62276,NpcSphynx,Milestones,2.0,76561198028334488
62277,NoDancing,Milestones,1.0,76561198028334488
62278,BarnRebelDoor,Milestones,104.0,76561198028334488
62279,NPCLab,Milestones,2.0,76561198028334488
62280,StorytimeDonk,Milestones,1.0,76561198028334488
62281,ParachuteSplats,Miscellaneous,132.0,76561198028334488
62282,DistanceTraveled,Miscellaneous,2851862.0,76561198028334488
62283,MushroomsAte,Miscellaneous,2003.0,76561198028334488
62284,ChickenWins,Miscellaneous,20.0,76561198028334488
62285,AccountExpIntoCurrentLevelNew,Miscellaneous,4085.0,76561198028334488
62286,CoconutsAte,Miscellaneous,1373.0,76561198028334488
62287,BananOfferings,Miscellaneous,16.0,76561198028334488
62288,AccountLevelNew,Miscellaneous,266.0,76561198028334488
62289,GalleryTargetsHit,Miscellaneous,183.0,76561198028334488
62290,TimePlayedSeconds,Miscellaneous,576227.0,76561198028334488
62291,GrassCut,Miscellaneous,184798.0,76561198028334488
62292,DistanceTraveledIceW2,Miscellaneous,20531.0,76561198028334488
62293,CampfiresUsed,Miscellaneous,546.0,76561198028334488
62294,TapeUsed,Miscellaneous,6378.0,76561198028334488
62295,BeGalleryTarget,Miscellaneous,17.0,76561198028334488
62296,CrabDance,Miscellaneous,37.0,76561198028334488
62297,SuperJumpRolls,Miscellaneous,261553.0,76561198028334488
62298,MoleCrates,Miscellaneous,545.0,76561198028334488
62299,Scarecrows,Miscellaneous,70.0,76561198028334488
62300,ChestOpens,Miscellaneous,3854.0,76561198028334488
62301,HealthJuiceDrank,Miscellaneous,130964.0,76561198028334488
62302,RatGG,Miscellaneous,13.0,76561198028334488
62303,GalleryTargetsHitBow,Miscellaneous,17.0,76561198028334488
62304,BowHitsOneMatch,Miscellaneous,33.0,76561198028334488
62305,Games,Solo,805.0,76561198028334488
62306,Deaths,Solo,686.0,76561198028334488
62307,Wins,Solo,119.0,76561198028334488
62308,MostKills,Solo,14.0,76561198028334488
62309,Kills,Solo,2705.0,76561198028334488
62310,Top5,Solo,229.0,76561198028334488
62311,Top2Squads,Squads,285.0,76561198028334488
62312,GamesSquads,Squads,730.0,76561198028334488
62313,DeathsSquads,Squads,572.0,76561198028334488
62314,WinsSquads,Squads,206.0,76561198028334488
62315,MostKillsSquads,Squads,14.0,76561198028334488
62316,KillsSquads,Squads,1941.0,76561198028334488
62317,BananaHitsEnemyOnly,Combat,1711.0,76561198218282413
62318,EnemyArmorBroken,Combat,63309.0,76561198218282413
62319,DamageDealt,Combat,6604230.0,76561198218282413
62320,BananaHits,Combat,3070.0,76561198218282413
62321,Healing,Combat,19308.0,76561198218282413
62322,DestructiblesDestroyed,Combat,372076.0,76561198218282413
62323,SkunkBombDamageDealt,Combat,124113.0,76561198218282413
62324,GamesCustom1,Custom1,30.0,76561198218282413
62325,KillsCustom1,Custom1,66.0,76561198218282413
62326,DeathsCustom1,Custom1,9.0,76561198218282413
62327,MostKillsCustom1,Custom1,8.0,76561198218282413
62328,FlagCaps,Custom1,19.0,76561198218282413
62329,WinsCustom1,Custom1,21.0,76561198218282413
62330,GamesCustom2,Custom2,362.0,76561198218282413
62331,WinsCustom2,Custom2,188.0,76561198218282413
62332,Top2Custom2,Custom2,245.0,76561198218282413
62333,MostKillsCustom2,Custom2,25.0,76561198218282413
62334,DeathsCustom2,Custom2,193.0,76561198218282413
62335,KillsCustom2,Custom2,1823.0,76561198218282413
62336,MostKillsCustom3Z,Custom3,10.0,76561198218282413
62337,GamesCustom3,Custom3,26.0,76561198218282413
62338,KillsCustom3,Custom3,305.0,76561198218282413
62339,KillsCustom3Z,Custom3,16.0,76561198218282413
62340,WinsCustom3,Custom3,5.0,76561198218282413
62341,DeathsCustom3,Custom3,21.0,76561198218282413
62342,MostKillsCustom3,Custom3,26.0,76561198218282413
62343,DeathsCustom3Z,Custom3,48.0,76561198218282413
62344,WinsDuos,Duos,925.0,76561198218282413
62345,KillsDuos,Duos,11464.0,76561198218282413
62346,Top3Duos,Duos,1395.0,76561198218282413
62347,GamesDuos,Duos,2245.0,76561198218282413
62348,MostKillsDuos,Duos,30.0,76561198218282413
62349,DeathsDuos,Duos,1367.0,76561198218282413
62350,FruitBaskets,Event,2410.0,76561198218282413
62351,EggsAte,Event,781.0,76561198218282413
62352,Presents,Event,1115.0,76561198218282413
62353,KillsSMG,Kill Statistics,541.0,76561198218282413
62354,KillsThomas,Kill Statistics,333.0,76561198218282413
62355,KillsCrossbow,Kill Statistics,135.0,76561198218282413
62356,KillsJag7,Kill Statistics,212.0,76561198218282413
62357,KillsMagnum,Kill Statistics,1227.0,76561198218282413
62358,KillsSilencedPistol,Kill Statistics,1435.0,76561198218282413
62359,KillsSniper,Kill Statistics,1137.0,76561198218282413
62360,KillsDeagle,Kill Statistics,714.0,76561198218282413
62361,KillsHuntingRifle,Kill Statistics,231.0,76561198218282413
62362,KillsMinigun,Kill Statistics,248.0,76561198218282413
62363,KillsM16,Kill Statistics,360.0,76561198218282413
62364,KillsEgg,Kill Statistics,40.0,76561198218282413
62365,MeleeKills,Kill Statistics,1163.0,76561198218282413
62366,KillsDualPistol,Kill Statistics,2855.0,76561198218282413
62367,KillsBow,Kill Statistics,3780.0,76561198218282413
62368,VehicleKills,Kill Statistics,798.0,76561198218282413
62369,GrenadeKills,Kill Statistics,2352.0,76561198218282413
62370,KillsAK,Kill Statistics,1184.0,76561198218282413
62371,KillsDart,Kill Statistics,469.0,76561198218282413
62372,EmuKills,Kill Statistics,79.0,76561198218282413
62373,KillsShotgun,Kill Statistics,1252.0,76561198218282413
62374,KillsPistol,Kill Statistics,530.0,76561198218282413
62375,AccountLevel,Legacy,29.0,76561198218282413
62376,AccountExpIntoCurrentLevel,Legacy,0.0,76561198218282413
62377,BarnRebelDoor,Milestones,170.0,76561198218282413
62378,StorytimeDonk,Milestones,1.0,76561198218282413
62379,DancingInTheRain,Milestones,25.0,76561198218282413
62380,NpcSphynx,Milestones,1.0,76561198218282413
62381,NoDancing,Milestones,1.0,76561198218282413
62382,NPCLab,Milestones,1.0,76561198218282413
62383,RatGG,Miscellaneous,2.0,76561198218282413
62384,BowHitsOneMatch,Miscellaneous,81.0,76561198218282413
62385,ParachuteSplats,Miscellaneous,297.0,76561198218282413
62386,AccountExpIntoCurrentLevelNew,Miscellaneous,1185.0,76561198218282413
62387,GrassCut,Miscellaneous,635799.0,76561198218282413
62388,CampfiresUsed,Miscellaneous,2142.0,76561198218282413
62389,DistanceTraveled,Miscellaneous,14413404.0,76561198218282413
62390,ChickenWins,Miscellaneous,15.0,76561198218282413
62391,CoconutsAte,Miscellaneous,5238.0,76561198218282413
62392,GalleryTargetsHitBow,Miscellaneous,1.0,76561198218282413
62393,AccountLevelNew,Miscellaneous,969.0,76561198218282413
62394,MushroomsAte,Miscellaneous,2149.0,76561198218282413
62395,GalleryTargetsHit,Miscellaneous,18.0,76561198218282413
62396,MoleCrates,Miscellaneous,2469.0,76561198218282413
62397,BeGalleryTarget,Miscellaneous,5.0,76561198218282413
62398,SuperJumpRolls,Miscellaneous,1472767.0,76561198218282413
62399,HealthJuiceDrank,Miscellaneous,636641.0,76561198218282413
62400,CrabDance,Miscellaneous,26.0,76561198218282413
62401,BananOfferings,Miscellaneous,9.0,76561198218282413
62402,ChestOpens,Miscellaneous,6416.0,76561198218282413
62403,TapeUsed,Miscellaneous,32824.0,76561198218282413
62404,TurkeyWins,Miscellaneous,1.0,76561198218282413
62405,Scarecrows,Miscellaneous,757.0,76561198218282413
62406,DistanceTraveledIceW2,Miscellaneous,34471.0,76561198218282413
62407,TimePlayedSeconds,Miscellaneous,2608597.0,76561198218282413
62408,PacifistVictoriesSolo,Solo,11.0,76561198218282413
62409,Kills,Solo,20195.0,76561198218282413
62410,Wins,Solo,1721.0,76561198218282413
62411,MeleeVictoriesSolo,Solo,13.0,76561198218282413
62412,NoArmorVictoriesSolo,Solo,26.0,76561198218282413
62413,Deaths,Solo,2038.0,76561198218282413
62414,MostKills,Solo,27.0,76561198218282413
62415,Top5,Solo,2672.0,76561198218282413
62416,Games,Solo,3759.0,76561198218282413
62417,GamesSquads,Squads,3197.0,76561198218282413
62418,KillsSquads,Squads,11947.0,76561198218282413
62419,DeathsSquads,Squads,2095.0,76561198218282413
62420,MostKillsSquads,Squads,20.0,76561198218282413
62421,WinsSquads,Squads,1253.0,76561198218282413
62422,Top2Squads,Squads,1787.0,76561198218282413
62423,KillsHamsterWeek3,Super CRISPRmas 2019,16.0,76561198218282413
62424,MeleeKillsWeek2,Super CRISPRmas 2019,36.0,76561198218282413
62425,HealthJuiceDrankWeek3,Super CRISPRmas 2019,7600.0,76561198218282413
62426,KillsExplosionGrenadeWeek2,Super CRISPRmas 2019,31.0,76561198218282413
62427,KillsAsDeerWeek2,Super CRISPRmas 2019,233.0,76561198218282413
62428,KillsThomasGun,Super CRISPRmas 2019,269.0,76561198218282413
62429,OpenMoleCratesW1,Super CRISPRmas 2019,36.0,76561198218282413
62430,UseCampfiresW1,Super CRISPRmas 2019,42.0,76561198218282413
62431,EnemyArmorBroken,Combat,256.0,76561199165238331
62432,DestructiblesDestroyed,Combat,310.0,76561199165238331
62433,DamageDealt,Combat,27319.0,76561199165238331
62434,Healing,Combat,9.0,76561199165238331
62435,Top3Duos,Duos,2.0,76561199165238331
62436,MostKillsDuos,Duos,8.0,76561199165238331
62437,GamesDuos,Duos,23.0,76561199165238331
62438,KillsDuos,Duos,38.0,76561199165238331
62439,DeathsDuos,Duos,22.0,76561199165238331
62440,WinsDuos,Duos,1.0,76561199165238331
62441,CandyCorn,Event,168.0,76561199165238331
62442,KillsAK,Kill Statistics,71.0,76561199165238331
62443,KillsMinigun,Kill Statistics,7.0,76561199165238331
62444,KillsJag7,Kill Statistics,9.0,76561199165238331
62445,KillsDart,Kill Statistics,1.0,76561199165238331
62446,KillsPistol,Kill Statistics,1.0,76561199165238331
62447,KillsThomas,Kill Statistics,6.0,76561199165238331
62448,KillsSMG,Kill Statistics,28.0,76561199165238331
62449,KillsDualPistol,Kill Statistics,2.0,76561199165238331
62450,MeleeKills,Kill Statistics,2.0,76561199165238331
62451,KillsMagnum,Kill Statistics,6.0,76561199165238331
62452,KillsM16,Kill Statistics,9.0,76561199165238331
62453,KillsShotgun,Kill Statistics,8.0,76561199165238331
62454,KillsSniper,Kill Statistics,4.0,76561199165238331
62455,NPCLab,Milestones,1.0,76561199165238331
62456,BarnRebelDoor,Milestones,1.0,76561199165238331
62457,DistanceTraveled,Miscellaneous,87783.0,76561199165238331
62458,GrassCut,Miscellaneous,447.0,76561199165238331
62459,AccountExpIntoCurrentLevelNew,Miscellaneous,2220.0,76561199165238331
62460,ParachuteSplats,Miscellaneous,17.0,76561199165238331
62461,AccountLevelNew,Miscellaneous,18.0,76561199165238331
62462,BowHitsOneMatch,Miscellaneous,2.0,76561199165238331
62463,MushroomsAte,Miscellaneous,11.0,76561199165238331
62464,CampfiresUsed,Miscellaneous,4.0,76561199165238331
62465,MoleCrates,Miscellaneous,16.0,76561199165238331
62466,SuperJumpRolls,Miscellaneous,6227.0,76561199165238331
62467,ChestOpens,Miscellaneous,136.0,76561199165238331
62468,CoconutsAte,Miscellaneous,2.0,76561199165238331
62469,TapeUsed,Miscellaneous,113.0,76561199165238331
62470,DistanceTraveledIceW2,Miscellaneous,769.0,76561199165238331
62471,HealthJuiceDrank,Miscellaneous,5463.0,76561199165238331
62472,TimePlayedSeconds,Miscellaneous,19655.0,76561199165238331
62473,Deaths,Solo,22.0,76561199165238331
62474,Kills,Solo,37.0,76561199165238331
62475,Top5,Solo,3.0,76561199165238331
62476,MostKills,Solo,5.0,76561199165238331
62477,Games,Solo,22.0,76561199165238331
62478,MostKillsSquads,Squads,8.0,76561199165238331
62479,GamesSquads,Squads,52.0,76561199165238331
62480,Top2Squads,Squads,7.0,76561199165238331
62481,DeathsSquads,Squads,50.0,76561199165238331
62482,KillsSquads,Squads,79.0,76561199165238331
62483,WinsSquads,Squads,2.0,76561199165238331
62484,BananaHits,Combat,2743.0,76561198323994606
62485,BananaHitsEnemyOnly,Combat,1581.0,76561198323994606
62486,EnemyArmorBroken,Combat,52114.0,76561198323994606
62487,DestructiblesDestroyed,Combat,485602.0,76561198323994606
62488,SkunkBombDamageDealt,Combat,246416.0,76561198323994606
62489,DamageDealt,Combat,7780868.0,76561198323994606
62490,Healing,Combat,58948.0,76561198323994606
62491,GamesCustom1,Custom1,882.0,76561198323994606
62492,DeathsCustom1,Custom1,524.0,76561198323994606
62493,FlagCaps,Custom1,617.0,76561198323994606
62494,MostKillsCustom1,Custom1,20.0,76561198323994606
62495,WinsCustom1,Custom1,475.0,76561198323994606
62496,KillsCustom1,Custom1,2415.0,76561198323994606
62497,FlagCapsB,Custom1B,44.0,76561198323994606
62498,WinsCustom1B,Custom1B,101.0,76561198323994606
62499,DeathsCustom1B,Custom1B,565.0,76561198323994606
62500,MostKillsCustom1B,Custom1B,35.0,76561198323994606
62501,KillsCustom1B,Custom1B,1707.0,76561198323994606
62502,GamesCustom1B,Custom1B,145.0,76561198323994606
62503,Top2Custom2,Custom2,140.0,76561198323994606
62504,GamesCustom2,Custom2,305.0,76561198323994606
62505,KillsCustom2,Custom2,1339.0,76561198323994606
62506,DeathsCustom2,Custom2,225.0,76561198323994606
62507,MostKillsCustom2,Custom2,20.0,76561198323994606
62508,WinsCustom2,Custom2,94.0,76561198323994606
62509,GamesCustom3,Custom3,89.0,76561198323994606
62510,MostKillsCustom3Z,Custom3,5.0,76561198323994606
62511,DeathsCustom3,Custom3,58.0,76561198323994606
62512,KillsCustom3Z,Custom3,44.0,76561198323994606
62513,WinsCustom3,Custom3,31.0,76561198323994606
62514,MostKillsCustom3,Custom3,34.0,76561198323994606
62515,KillsCustom3,Custom3,651.0,76561198323994606
62516,DeathsCustom3Z,Custom3,128.0,76561198323994606
62517,WinsDuos,Duos,307.0,76561198323994606
62518,GamesDuos,Duos,1038.0,76561198323994606
62519,DeathsDuos,Duos,754.0,76561198323994606
62520,MostKillsDuos,Duos,23.0,76561198323994606
62521,KillsDuos,Duos,5287.0,76561198323994606
62522,Top3Duos,Duos,549.0,76561198323994606
62523,CandyCorn,Event,33616.0,76561198323994606
62524,KillsThomas,Kill Statistics,1497.0,76561198323994606
62525,KillsCrossbow,Kill Statistics,2210.0,76561198323994606
62526,KillsSMG,Kill Statistics,1997.0,76561198323994606
62527,KillsBow,Kill Statistics,590.0,76561198323994606
62528,KillsAK,Kill Statistics,3313.0,76561198323994606
62529,KillsDeagle,Kill Statistics,1330.0,76561198323994606
62530,KillsSniper,Kill Statistics,1319.0,76561198323994606
62531,KillsShotgun,Kill Statistics,2870.0,76561198323994606
62532,KillsJag7,Kill Statistics,1317.0,76561198323994606
62533,KillsHuntingRifle,Kill Statistics,734.0,76561198323994606
62534,KillsSilencedPistol,Kill Statistics,992.0,76561198323994606
62535,KillsMagnum,Kill Statistics,1752.0,76561198323994606
62536,KillsEgg,Kill Statistics,27.0,76561198323994606
62537,KillsMinigun,Kill Statistics,521.0,76561198323994606
62538,EmuKills,Kill Statistics,555.0,76561198323994606
62539,KillsM16,Kill Statistics,1236.0,76561198323994606
62540,MeleeKills,Kill Statistics,1405.0,76561198323994606
62541,KillsDart,Kill Statistics,1170.0,76561198323994606
62542,KillsPistol,Kill Statistics,619.0,76561198323994606
62543,GrenadeKills,Kill Statistics,1946.0,76561198323994606
62544,VehicleKills,Kill Statistics,2659.0,76561198323994606
62545,KillsDualPistol,Kill Statistics,671.0,76561198323994606
62546,StorytimeDonk,Milestones,1.0,76561198323994606
62547,NpcSphynx,Milestones,1.0,76561198323994606
62548,NoDancing,Milestones,1.0,76561198323994606
62549,DancingInTheRain,Milestones,166.0,76561198323994606
62550,NPCLab,Milestones,1.0,76561198323994606
62551,BarnRebelDoor,Milestones,660.0,76561198323994606
62552,ParachuteSplats,Miscellaneous,566.0,76561198323994606
62553,BeGalleryTarget,Miscellaneous,6.0,76561198323994606
62554,AccountExpIntoCurrentLevelNew,Miscellaneous,3816.0,76561198323994606
62555,AccountLevelNew,Miscellaneous,1411.0,76561198323994606
62556,GrassCut,Miscellaneous,417324.0,76561198323994606
62557,DistanceTraveled,Miscellaneous,16758879.0,76561198323994606
62558,BowHitsOneMatch,Miscellaneous,33.0,76561198323994606
62559,ChickenWins,Miscellaneous,1.0,76561198323994606
62560,CoconutsAte,Miscellaneous,24603.0,76561198323994606
62561,GalleryTargetsHit,Miscellaneous,2352.0,76561198323994606
62562,BananOfferings,Miscellaneous,47.0,76561198323994606
62563,CampfiresUsed,Miscellaneous,2017.0,76561198323994606
62564,TurkeyWins,Miscellaneous,1.0,76561198323994606
62565,MushroomsAte,Miscellaneous,7941.0,76561198323994606
62566,TimePlayedSeconds,Miscellaneous,2987416.0,76561198323994606
62567,DistanceTraveledIceW2,Miscellaneous,140828.0,76561198323994606
62568,GalleryTargetsHitBow,Miscellaneous,1.0,76561198323994606
62569,TapeUsed,Miscellaneous,31269.0,76561198323994606
62570,SuperJumpRolls,Miscellaneous,1601075.0,76561198323994606
62571,CrabDance,Miscellaneous,192.0,76561198323994606
62572,ChestOpens,Miscellaneous,10041.0,76561198323994606
62573,RatGG,Miscellaneous,3843.0,76561198323994606
62574,HealthJuiceDrank,Miscellaneous,635109.0,76561198323994606
62575,MoleCrates,Miscellaneous,2804.0,76561198323994606
62576,Scarecrows,Miscellaneous,1470.0,76561198323994606
62577,Deaths,Solo,3805.0,76561198323994606
62578,PacifistVictoriesSolo,Solo,25.0,76561198323994606
62579,Top5,Solo,3932.0,76561198323994606
62580,Wins,Solo,2042.0,76561198323994606
62581,Games,Solo,5847.0,76561198323994606
62582,MeleeVictoriesSolo,Solo,29.0,76561198323994606
62583,NoArmorVictoriesSolo,Solo,2.0,76561198323994606
62584,MostKills,Solo,30.0,76561198323994606
62585,Kills,Solo,34133.0,76561198323994606
62586,MostKillsSquads,Squads,44.0,76561198323994606
62587,GamesSquads,Squads,2452.0,76561198323994606
62588,Top2Squads,Squads,1319.0,76561198323994606
62589,WinsSquads,Squads,925.0,76561198323994606
62590,KillsSquads,Squads,11243.0,76561198323994606
62591,DeathsSquads,Squads,1685.0,76561198323994606
62592,BananaHitsEnemyOnly,Combat,70.0,76561198234411032
62593,BananaHits,Combat,140.0,76561198234411032
62594,Healing,Combat,16831.0,76561198234411032
62595,DamageDealt,Combat,511624.0,76561198234411032
62596,DestructiblesDestroyed,Combat,7648.0,76561198234411032
62597,EnemyArmorBroken,Combat,5263.0,76561198234411032
62598,SkunkBombDamageDealt,Combat,9840.0,76561198234411032
62599,KillsCustom1B,Custom1B,991.0,76561198234411032
62600,FlagCapsB,Custom1B,12.0,76561198234411032
62601,GamesCustom1B,Custom1B,79.0,76561198234411032
62602,WinsCustom1B,Custom1B,50.0,76561198234411032
62603,MostKillsCustom1B,Custom1B,40.0,76561198234411032
62604,DeathsCustom1B,Custom1B,315.0,76561198234411032
62605,KillsCustom2,Custom2,158.0,76561198234411032
62606,WinsCustom2,Custom2,17.0,76561198234411032
62607,Top2Custom2,Custom2,22.0,76561198234411032
62608,DeathsCustom2,Custom2,58.0,76561198234411032
62609,GamesCustom2,Custom2,71.0,76561198234411032
62610,MostKillsCustom2,Custom2,10.0,76561198234411032
62611,Top3Duos,Duos,136.0,76561198234411032
62612,KillsDuos,Duos,1061.0,76561198234411032
62613,DeathsDuos,Duos,258.0,76561198234411032
62614,MostKillsDuos,Duos,12.0,76561198234411032
62615,WinsDuos,Duos,73.0,76561198234411032
62616,GamesDuos,Duos,328.0,76561198234411032
62617,CandyCorn,Event,24457.0,76561198234411032
62618,KillsSilencedPistol,Kill Statistics,92.0,76561198234411032
62619,KillsCrossbow,Kill Statistics,22.0,76561198234411032
62620,KillsEgg,Kill Statistics,5.0,76561198234411032
62621,KillsAK,Kill Statistics,490.0,76561198234411032
62622,KillsShotgun,Kill Statistics,368.0,76561198234411032
62623,KillsDeagle,Kill Statistics,128.0,76561198234411032
62624,KillsThomas,Kill Statistics,56.0,76561198234411032
62625,KillsSMG,Kill Statistics,216.0,76561198234411032
62626,KillsBow,Kill Statistics,33.0,76561198234411032
62627,KillsMagnum,Kill Statistics,237.0,76561198234411032
62628,KillsM16,Kill Statistics,44.0,76561198234411032
62629,KillsHuntingRifle,Kill Statistics,16.0,76561198234411032
62630,KillsDart,Kill Statistics,72.0,76561198234411032
62631,KillsPistol,Kill Statistics,73.0,76561198234411032
62632,KillsMinigun,Kill Statistics,40.0,76561198234411032
62633,GrenadeKills,Kill Statistics,99.0,76561198234411032
62634,VehicleKills,Kill Statistics,16.0,76561198234411032
62635,EmuKills,Kill Statistics,20.0,76561198234411032
62636,KillsSniper,Kill Statistics,28.0,76561198234411032
62637,KillsJag7,Kill Statistics,66.0,76561198234411032
62638,MeleeKills,Kill Statistics,27.0,76561198234411032
62639,KillsDualPistol,Kill Statistics,175.0,76561198234411032
62640,NpcSphynx,Milestones,1.0,76561198234411032
62641,DancingInTheRain,Milestones,8.0,76561198234411032
62642,NPCLab,Milestones,2.0,76561198234411032
62643,BarnRebelDoor,Milestones,53.0,76561198234411032
62644,BowHitsOneMatch,Miscellaneous,22.0,76561198234411032
62645,AccountExpIntoCurrentLevelNew,Miscellaneous,1777.0,76561198234411032
62646,GrassCut,Miscellaneous,4541.0,76561198234411032
62647,AccountLevelNew,Miscellaneous,120.0,76561198234411032
62648,CampfiresUsed,Miscellaneous,84.0,76561198234411032
62649,ParachuteSplats,Miscellaneous,83.0,76561198234411032
62650,GalleryTargetsHitBow,Miscellaneous,2.0,76561198234411032
62651,CoconutsAte,Miscellaneous,32.0,76561198234411032
62652,DistanceTraveled,Miscellaneous,1152971.0,76561198234411032
62653,MushroomsAte,Miscellaneous,161.0,76561198234411032
62654,Scarecrows,Miscellaneous,8.0,76561198234411032
62655,MoleCrates,Miscellaneous,57.0,76561198234411032
